,drug,count
31960,evaluation maximal respiratory pressures,1
31961,"docetaxel, s-1",1
31962,"campt, topotesin",1
31963,"bkm120 (days 1 - 28, ) plus paclitaxel + carboplatin",1
31964,pre-treatment acupuncture,1
31965,bupivacaine + saline,1
31966,automated breast ultrasound examination (abus),1
31967,adriamycin and cytoxan (ac),1
31968,medi4736 evaluate medi4736 in mds,1
31969,sgn-30 (monoclonal antibody),1
31970,urine infrared analysis,1
31971,s-1 + paclitaxel chemotherapy,1
31972,rutin,1
31973,sx-682,1
31974,hypofractionated linear accelerator radiotherapy,1
31975,multilevel training intervention (intervention group),1
31976,bvz+xelox,1
31977,entospletinib sdd,1
31978,e7337,1
31979,"gardasil, human papillomavirus (type 6, 11, 16, 18) recombinant vaccine",1
31980,polypepi1018 crc vaccine,1
31981,learning session 4,1
31982,web-based family outreach registry,1
31983,r mini chop,1
31984,beacopp escalated q3 weeks,1
31985,(68ga)psma-hbed-cc,1
31986,autologous effector lymphocytes expanded ex-vivo,1
31987,sunitinib malate continuous daily dosing,1
31988,cab-axl-adc,1
31989,graft cell infusion,1
31990,"aslan001+ capox (oxaliplatin, capecitabine)",1
31991,0.6% lugol's solution,1
31992,hot compresses,1
31993,laproscopy,1
31994,uab30,1
31995,sleep-diary,1
31996,tafetinib,1
31997,different alternatives to improve the coverage of the populational screening programmes of cervical cancer,1
31998,standard end-hole catheter,1
31999,pcv13,1
32000,fiducial marker placement,1
32001,home based health promotion,1
32002,lipidem fish oil infusion + gemcitabine chemotherapy,1
32003,epratuzumab (hll2- anti-cd22 humanized antibody),1
32004,sbrt by cyberknife,1
32005,nivolumab+ipilimumab in combination with anti tnf-? certolizumab,1
32006,designed music narratives,1
32007,compound 506u78,1
32008,anti-her2 car-t,1
32009,lca-np,1
32010,mabel ctls,1
32011,eus-fna (echotip ultra),1
32012,confocal microscopy and endocytoscopy,1
32013,biology study and tissue banking,1
32014,e7050 plus lenvatinib or lenvatinib alone plus e7050 add-on therapy,1
32015,rotterdam symptom checklist,1
32016,iontophoresis application,1
32017,5250 cgy/20 fractions over 28 days,1
32018,pazopanib (800 mg qd),1
32019,gemcitabine+simvastatin,1
32020,"doxil, paclitaxel, cyclophosphamide, avastin",1
32021,anakinra (kineret),1
32022,nemo: new model of follow-up,1
32023,haplo-cord stem cell transplantation,1
32024,paraplatin,1
32025,concurrent chemoradiation therapy without panitumumab,1
32026,sr-t100 gel with 2.3% sm,1
32027,"paclitaxel, cisplatin,surgery, ccrt",1
32028,study subjects,1
32029,intraperitoneal gemcitabine,1
32030,intrathecal triple chemotherapy,1
32031,questionnaires & study visit,1
32032,preoperative liver stiffness measurement,1
32033,conventional sbrt: 24 gy in 2 fractions,1
32034,reposmbz,1
32035,recombinant fowlpox-b7.1 vaccine,1
32036,azd9291 80mg oral each day,1
32037,"gavi , merck® (automated vitrification instrument)",1
32038,indoximod 1200mg,1
32039,"this study is non-interventional study, so this section is not applicable.",1
32040,chemotherapy with pad regimen,1
32041,hll1-dox (immu-115),1
32042,prednisone 5 mg twice daily,1
32043,pegylated-proline-interferon alpha-2b in a pre-filled pen,1
32044,paclitaxel liposome injection plus cisplatin,1
32045,aldara - imiquimod 5%,1
32046,mri and hida scan,1
32047,bayer specialist,1
32048,increasing the controlled-release oxycodone dose frequency,1
32049,co2 laser ablation,1
32050,intrathecal triple therapy,1
32051,hartmann solution,1
32052,adoptive cell therapy (act),1
32053,image guidance with general anesthesia and suspended ventilation during treatment delivery,1
32054,breath collection apparatus,1
32055,idarubincin and amufostine (ethyol),1
32056,biospy,1
32057,"in ""hot"" group 16 patients were treated by diathermy in ""cold""",1
32058,blood and respiratory fluids sampling,1
32059,hbv risk assessment survey,1
32060,cobas® 4800 hpv test,1
32061,"doxorubicin 50 mg dissolved in 10 ml dilute contrast and emulsified with 10-20 cc iodized oil, followed by 50-500 ?m microspheres.",1
32062,conventional biopsy technique,1
32063,gammaknife®,1
32064,"r-chop-14r-hidac,followed by rit/hdt/ascr.",1
32065,124 pet/ct imaging,1
32066,image guided dynamic dosimetry,1
32067,"ceplene®, il-2, azacitidine",1
32068,modified seldinger technique,1
32069,fitbit only,1
32070,"individualized, tailored follow-up program",1
32071,intraoperative peritoneal hyperthermic chemotherapy with cisplatin and mitomycin,1
32072,76 gy/ 56 fx/ 10/w with cisplatin 40 mg/m2/w and nimorazole,1
32073,endocrine therapy in combination with targeted therapy may include: everolimus plus exemestane or cdk4/6 inhibitor plus endocrine therapy,1
32074,ly2452473,1
32075,survey: standard,1
32076,2% lignocaine,1
32077,tositumomab (anti-b1 antibody) and iodine-131 tositumomab,1
32078,freeze-dried black raspberry powder,1
32079,usual care arm,1
32080,"magnetic resonance imaging, siemens",1
32081,peripheral nerve block,1
32082,ixo regimen,1
32083,antiseptic occlusive dressing group,1
32084,comparison conditions for caregivers,1
32085,ad5.sstr/tk.rgd,1
32086,valganciclovir (valcyte),1
32087,idarubincin,1
32088,vehicle pdt,1
32089,proapoptotic peptide cigb 300,1
32090,temozolomide + chloroquine,1
32091,medium intensity (group 2),1
32092,hypofractionated simultaneous integrated boost radiotherapy,1
32093,cholecalciferol 12 000 ui,1
32094,irinotecan 70 mg/m2,1
32095,pthrp (1-36),1
32096,procalcitonin test,1
32097,lr-eshap (lenalidomide 15 mg),1
32098,azd4547 / anastrozole or letrozole,1
32099,manualized calm intervention,1
32100,oral paclitaxel,1
32101,bulletin board or telephone depth interview (tdi),1
32102,single fraction,1
32103,activated t lymphocyte(immuncell-lc),1
32104,referral to a multidisciplinary expert panel at the uppsala university hospital after tumor detection,1
32105,oral tablet: cabozantinib,1
32106,barco nv digital dermatoscope device images,1
32107,di-b4,1
32108,infrared laser moxibustion,1
32109,bay 59-8862,1
32110,metvix (methyl aminolevulinate),1
32111,papillectomy with injection,1
32112,isotonic saline,1
32113,blood test (psa),1
32114,multilayer bandage,1
32115,acttrust condor instrument watch,1
32116,hll2 (epratuzumab),1
32117,second generation 4-1bb? egfr806-egfrt and a second generation 4 1bb? cd19-her2tg,1
32118,dual or multiple paraffin blocks,1
32119,2 vaccine injections in 1 limb,1
32120,eq5d questionnaire and a demographic questionnaire,1
32121,home food-delivery service,1
32122,group 4,1
32123,trigrid delivery system for intramuscular electroporation,1
32124,"bi 2536 bs, intravenous",1
32125,anti-epcam x anti-cd3 (removab),1
32126,rhenium re 188-p2045,1
32127,hyper-cvad,1
32128,r-ceop-70,1
32129,rituximab/hyaluronidase human,1
32130,"docetaxel, nedaplatin, and fluorouracil",1
32131,bibw 2992 low dose 6 day,1
32132,isa 101,1
32133,decision self-efficacy scale,1
32134,virtual reality videos,1
32135,burixafor hydrobromide,1
32136,sodium folinate,1
32137,local resection,1
32138,heart rate variability biofeedback training,1
32139,sham tibial nerve stimulation,1
32140,questionnaires set 2,1
32141,aminoleban en,1
32142,dce-mri and dwi,1
32143,chemotherapie tip,1
32144,niraparib iv (labeled),1
32145,melphalan+prednisolone,1
32146,im862,1
32147,facbc pet/mri in a subset of participants,1
32148,autologous fl vaccine,1
32149,"sorafenib (nexavar, bay43-9006) + mfolfox6 (5-fu, levo-leucovorin, oxaliplatin)",1
32150,to test the frequency of braf and nras mutations among nevi,1
32151,"abraxane,cyclophosphamide,carboplatin",1
32152,healthy wife control group,1
32153,screening for barrett's esophagus,1
32154,ct scan of the thorax,1
32155,hypnosis intervention,1
32156,pa prescription plan,1
32157,regranex (becaplermin) comparators,1
32158,range of motion therapy program,1
32159,co2 or room air insufflation during esd for gastric tumor,1
32160,digital contrast mri scan,1
32161,sodium selenite (introselen),1
32162,jcar017 (lisocabtagene maraleucel) + ibrutinib,1
32163,ratiotherapy,1
32164,ffdm mammography,1
32165,interpersonal psychotherapy,1
32166,macrogol 3350-based oral osmotic laxative,1
32167,radiation combined with iniparib (bsi-201),1
32168,bl group: bolus 0.4mcg/kg with background infusion rate 0.2mcg/kg/hr,1
32169,deep breathing exercises,1
32170,clinical follow-up control,1
32171,vorinostat in combination with bortezomib,1
32172,ch14.18-utc,1
32173,prophylactic intrathecal chemotherapy,1
32174,"doxorubicin, rituxan, cyclophosphamide, vincristine and prednisone",1
32175,panitumumab and bortezomib,1
32176,inotuzumab ozogamicin-dose level 1,1
32177,circulating tumor dna assay,1
32178,pwt-143,1
32179,autophagy inhibition therapy,1
32180,"docetaxel, anthracycline (doxorubicin or epirubicin), cyclophosphamide",1
32181,standard conservative breast surgery,1
32182,"period 1 thyrogen®, period 2 gx-30",1
32183,group b:gefitinib,1
32184,ferrous fumarate,1
32185,afl-assisted cisplatin+5-fu,1
32186,ultrasound-guided percutaneous biopsy,1
32187,"thyroxin, triiodothyronine",1
32188,epoetin beta (neorecormon),1
32189,thunbergia cream,1
32190,vaccine vehicle only,1
32191,bay1179470,1
32192,"high flow nasal cannula, hfnc",1
32193,"docetaxel, cisplatin, 5-fluorouracil",1
32194,laparoscopic or robotic surgery,1
32195,low anterior resection for rectum cancer,1
32196,genexol®-pm 260mg/m2 plus carboplatin 5 auc,1
32197,promoting participation in cervical cancer screening,1
32198,bf-200 ala 1%,1
32199,pedometer-based walking program,1
32200,cu 64 anti-cea monoclonal antibody m5a iv,1
32201,gleevec + sorafenib,1
32202,cat-8015 50 mcg/kg,1
32203,meclizine oral tablet,1
32204,electronic nose device,1
32205,neoadjuvant docetaxel/cisplatin,1
32206,autologous peripheral blood stem cell transplant (asct),1
32207,watercress,1
32208,polymorphism of il-1 beta and tnf-alpha,1
32209,pancreas biopsy,1
32210,radiotherapy (sabr),1
32211,serum ferritin,1
32212,busulfan (busilvex ®),1
32213,peep level of 5 cmh2o,1
32214,6-mp (6-mercaptopurine),1
32215,nanoparticulate paclitaxel,1
32216,cyclo thal dex daratumumab,1
32217,injection of tracer ( icg) and detection of sentinel lymph nodes,1
32218,glivec®/gleevec®,1
32219,gut microbiota samples,1
32220,everyday experiences writing,1
32221,placebo tea,1
32222,lederfolin,1
32223,"vinorelbine, cisplatin",1
32224,beacoppesc - abvd - pet2,1
32225,111-in-dota-cg250,1
32226,tracheostomy,1
32227,drospirenone ethinyl estradiol,1
32228,mwa system,1
32229,biological samples collection and analysis,1
32230,training set,1
32231,anlotinib and 14c-labeled anlotinib,1
32232,physiatry assessment,1
32233,open distal pancreatectomy,1
32234,carboplatin auc 5+paclitaxel 175 mg/mq q 21 for 6-8 cycles,1
32235,placebo to optional asa as comedication,1
32236,adct-602,1
32237,18f-fch pet,1
32238,liposomal interleukin-2,1
32239,end-of-study healthcare provider assessment,1
32240,cognitively-based compassion training,1
32241,treatment for ampullary adenocarcinoma,1
32242,immunohistochemistry and/or fish,1
32243,nivolumab placebo,1
32244,menadione topical lotion,1
32245,prevnar 13,1
32246,placebo matching bms-936558 (nivolumab),1
32247,wound dressing,1
32248,natural killer (nk) cell transplant,1
32249,fit bit device,1
32250,wait list intervention,1
32251,decision support intervention (dsi),1
32252,srp and fotosan 630,1
32253,sexual activity questionnary,1
32254,"l-asp, dxm, ifo, vp-16, ddp",1
32255,sq109,1
32256,actigraphy device,1
32257,"rad001 (everolimus, afinitor®)",1
32258,donors,1
32259,sitravatinib tislelizumab,1
32260,bromocriptine,1
32261,pn usual,1
32262,dendritic vaccine pulsed with multiple peptides,1
32263,internet mobile technology,1
32264,robotic assisted laparoscopic hysterectomy,1
32265,vandetanib and etoposide,1
32266,standard radiochemotherapy or dose-escalated radiochemotherapy,1
32267,haploidentical transplant,1
32268,external beam radiation (dose level 2),1
32269,caris mi profiling,1
32270,"serratus plane bloc : ropivacaine 2mg/ml (0,3ml/kg)",1
32271,skin and blood vessel procedures,1
32272,neuropsychological test battery,1
32273,"laterally extended endopelvic resection, total mesometrial resection",1
32274,celecoxib 200mg oral capsule,1
32275,radiosensitive therapy,1
32276,"pembrolizumab, paclitaxel",1
32277,non-icu specialty ward,1
32278,text message intervention,1
32279,lidocaine in vaseline ointment,1
32280,gvd chemotherapy,1
32281,f-dcfpyl injection,1
32282,project cornerstone,1
32283,flu-fit program,1
32284,open radical prostatectomy,1
32285,standard fractionated radiotherapy,1
32286,hla-a2 restricted synthetic tumor antigen,1
32287,3d prostate ultrasound,1
32288,robotic assisted laparoscopic radical prostatectomy (rarp),1
32289,samarium (153sm),1
32290,dtp348,1
32291,peptide natriurétique de type b,1
32292,ga-driven intervention,1
32293,amg 424,1
32294,"blood sample, thoracocentesis",1
32295,monoclonal antibody anti-anb3 integrin,1
32296,etc-1922159,1
32297,letrozole (aromatase inhibitors),1
32298,cisplatin and gemcitabine combination with bevacizumab,1
32299,whole body vibration,1
32300,treatment b (lx4211),1
32301,cranial radiation,1
32302,"panobinostat (lbh589), carboplatin and paclitaxel",1
32303,hyperglycemic clamp,1
32304,gastroscopy,1
32305,tolvaptan,1
32306,transanal minimally invasive total mesorectal excision (tamis group),1
32307,afatinib (30 or 40mg) + nimotuzumab (100 or 200mg),1
32308,hepasphere/quadrasphere microspheres,1
32309,cisplatin/paclitaxel,1
32310,intracorporeal esophagojejunostomy,1
32311,c-reactive protein levels,1
32312,2d ffdm,1
32313,cone-beam computed tomography (ct),1
32314,ultrasound-guided biopsy,1
32315,pct,1
32316,nerve block,1
32317,"aclacinomycin, cytarabine",1
32318,nanopac® 100 mg/m2,1
32319,burosumab,1
32320,apt mri,1
32321,endoscopy screening with narrow band imaging,1
32322,audio recording of initial consultation and debriefing interviews.,1
32323,propofol-remifentanil,1
32324,"comparator: quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine",1
32325,blood draw - dendritic cells,1
32326,oxaliplatin (oxal),1
32327,relaxation therapy 2,1
32328,tak-164,1
32329,day 1 to day 14,1
32330,elective colon resection,1
32331,cpg dna,1
32332,18f-fdg pet-mri-imaging,1
32333,intervention. exercise,1
32334,g-tube/swallowing intervention,1
32335,pf (cisplatin and 5-fluorouracil) group,1
32336,iv glutamine,1
32337,secondary citoreduction,1
32338,117-126:fibroblast growth factor 5 (fgf-5),1
32339,[124i] psca-minibody pet/ct imaging of the whole body,1
32340,ny-eso-1,1
32341,enhanced recovery pathway,1
32342,robotic gastric gastrointestinal stromal tumors resection,1
32343,cannula ileostomy,1
32344,a (pembrolizumab+rt),1
32345,measuring liver function by 18-fdgal pet/ct,1
32346,cudc-427,1
32347,extension of ltfu as per protocolamendment7 7jun18,1
32348,avelumab 1200 mg in combination with pemetrexed/carboplatin,1
32349,in-situ split,1
32350,fluorouracil + folinic acid,1
32351,cisplatin plus epirubicin,1
32352,hyperfractionation,1
32353,rxdx-107,1
32354,acellular cadaveric dermal matrix,1
32355,diffusion-weighted nuclear magnetic resonance imaging (mri),1
32356,2-deoxyglucose (2dg),1
32357,dietary intervention (resistant starch),1
32358,iadt,1
32359,64cu-dota-eclii,1
32360,conventional polypectomy,1
32361,miller air tip,1
32362,conventional clothing,1
32363,"su-011,248",1
32364,simple informational booklet,1
32365,infusion with nivolumab 1 mg/kg q3wks,1
32366,ice chemotherapy regimen,1
32367,immediate gardening intervention,1
32368,dna extraction determination of mc1r genotypes,1
32369,se-methyl-seleno-l-cysteine,1
32370,oral masitinib,1
32371,q.d. rt,1
32372,incidental genomic sequencing results,1
32373,radiotherapy / ep combined with recombinant human endostatin,1
32374,laparoscopic ultrasound,1
32375,primovist-enhanced mri,1
32376,miltenyi system,1
32377,shared decision making for colorectal cancer screening,1
32378,dvd decision aid,1
32379,radiotherapy dose,1
